W3ALCD,Doing_Business_As,Restaurant_Address,Inspection_Date,Major_Violation_Improper_Holding_Temperature,Minor_Violation_Improper_Holding_Temperature,Major_Violation_Inadequate_Cooking,Minor_Violation_Inadequate_Cooking,Major_Violation_Personal_Hygiene,Minor_Violation_Personal_Hygiene,Major_Violation_Contaminated_Equipment,Minor_Violation_Contaminated_Equipment,Major_Violation_Unsafe_Food_Source,Minor_Violation_Unsafe_Food_Source,InDbDate
FA0001311,CAKES MADE BY M.E.,"2701 8TH ST
BERKELEY, CA
(37.856919, -122.291833)",11/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001586,SWEET BASIL THAI,"1736 SOLANO AVE
BERKELEY, CA
(37.891245, -122.281624)",12/21/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000617,WALGREENS #2314/GILM,"1050 GILMAN ST
BERKELEY, CA
(37.880312, -122.296641)",11/19/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001549,BERKELEY GAS & SMOG,"3000 SHATTUCK AVE
BERKELEY, CA
(37.855026, -122.266475)",11/30/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002031,THE BUTCHER'S SON,"2701 8TH ST
BERKELEY, CA
(37.856919, -122.291833)",02/06/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001765,BLUE'S CHOCOLATES,"1964 UNIVERSITY AVE
BERKELEY, CA
(37.871701, -122.271521)",02/11/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001731,#POKI,"3075 TELEGRAPH AVE
BERKELEY, CA
(37.854242, -122.259905)",11/05/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001828,ANTHONY'S COOKIES,"2575 SAN PABLO AVE
BERKELEY, CA
(37.859872, -122.289083)",11/29/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000426,PARTY SUSHI,"1776 SHATTUCK AVE
BERKELEY, CA
(37.875237, -122.268808)",08/21/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000567,VIK'S CHAAT CORNER,"2390 FOURTH ST
BERKELEY, CA
(37.861478, -122.297948)",10/01/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000522,YOGURT PARK INC.,"2433 DURANT AVE
BERKELEY, CA
(37.867712, -122.259777)",10/09/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001872,MCDONALD'S,"1998 SHATTUCK AVE
BERKELEY, CA
(37.872408, -122.26843)",01/18/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001759,MAISON BLEUE,"2020 KITTREDGE ST
BERKELEY, CA
(37.868356, -122.268904)",08/06/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001038,CAMILLE'S VIETNAMESE CUISINE,"2507-C HEARST AVE
BERKELEY, CA
(37.875084, -122.26014)",07/05/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001666,SWEETGREEN,"1890 SHATTUCK AVE
BERKELEY, CA
(37.874025, -122.268666)",06/28/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000590,BANGKOK NOODLES,"1958 SHATTUCK AVE
BERKELEY, CA
(37.872795, -122.268468)",09/04/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001957,SIDEWALK STREET FOOD,"2924 DOMINGO AVE
BERKELEY, CA
(37.858657, -122.243934)",10/25/2018,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001978,THIRD CULTURE BAKERY,"2701 8TH ST
BERKELEY, CA
(37.856919, -122.291833)",01/17/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000273,LUCA CUCINA ITALIANA,"2057 SAN PABLO AVE
BERKELEY, CA
(37.868544, -122.291875)",11/06/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001735,THE HUMMINGBIRD,"1814 EUCLID AVE
BERKELEY, CA
(37.875905, -122.260307)",12/03/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001052,BERKELEY BOWL WEST #5-REST,"920 HEINZ AVE
BERKELEY, CA
(37.853814, -122.290274)",07/26/2018,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0001040,BERKELEY BOWL MARKET PLACE,"2020 OREGON ST
BERKELEY, CA
(37.857544, -122.267497)",12/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000189,MONTEREY FISH MARKET,"1582 HOPKINS ST
BERKELEY, CA
(37.881846, -122.281611)",01/10/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000474,HONG DU UNOCAL,"901 ASHBY AVE
BERKELEY, CA
(37.851145, -122.290769)",07/24/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001557,HIGHWIRE COFFEE ROASTERS,"2049 SAN PABLO AVE
BERKELEY, CA
(37.868619, -122.291899)",09/06/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001504,THE SPORTS BASEMENT,"2727 MILVIA ST
BERKELEY, CA
(37.859595, -122.269376)",06/04/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000040,CAFE PLATANO PARTNERSHIP,"2042 UNIVERSITY AVE
BERKELEY, CA
(37.871928, -122.26973)",08/13/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000857,HISSHO SUSHI,"1550 SHATTUCK AVE
BERKELEY, CA
(37.878899, -122.269196)",09/28/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000412,AJANTA,"1888 SOLANO AVE
BERKELEY, CA
(37.891467, -122.277515)",12/18/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002017,PYEONG CHANG TOFU,"1269 UNIVERSITY AVE
BERKELEY, CA
(37.869756, -122.287476)",10/26/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000087,#1 GAS  1099/1616,"1900 M L KING JR WY
BERKELEY, CA",10/18/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001791,KATHMANDU MARKET & DELI,"2521 TELEGRAPH AVE
BERKELEY, CA
(37.864705, -122.258463)",11/13/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001722,AGRODOLCE,"1730 SHATTUCK AVE
BERKELEY, CA
(37.875952, -122.268883)",02/14/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001214,PHO VIETNAMESE RESTAURANT,"2501 SAN PABLO AVE
BERKELEY, CA
(37.860926, -122.289427)",11/28/2018,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000133,SEVEN PALMS FOOD CENTER,"1801 EUCLID AVE
BERKELEY, CA
(37.875819, -122.26029)",01/31/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000609,BERKELEY BOWL WEST #7-REST,"922 HEINZ AVE
BERKELEY, CA
(37.85372, -122.290758)",01/15/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000799,CULTURED,"800 BANCROFT WY
BERKELEY, CA
(37.863368, -122.296921)",12/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000686,FONDUE FRED AND CAFE FRED,"2556 TELEGRAPH AVE
BERKELEY, CA
(37.863888, -122.258655)",05/29/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001495,ALLEGRO COFFEE ROASTERS @ WHOLE FOODS,"1025 GILMAN ST
BERKELEY, CA
(37.880245, -122.296973)",10/23/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000056,THE JUPITER,"2181 SHATTUCK AVE
BERKELEY, CA
(37.869832, -122.267846)",07/09/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001742,BLUE WILLOW TEASPOT,"1200 10TH ST
BERKELEY, CA
(37.882024, -122.29756)",05/31/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001363,TEA FRAGRANCE HOUSE,"1301 SAN PABLO AVE
BERKELEY, CA
(37.880349, -122.295701)",09/12/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000678,KINGPIN DONUTS,"2521 DURANT AVE
BERKELEY, CA
(37.867947, -122.257926)",01/04/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001054,SAIGON EXPRESS,"2045 SHATTUCK AVE
BERKELEY, CA
(37.871683, -122.268364)",01/15/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001360,24 HOUR FITNESS #704,"1775 SOLANO AVE
BERKELEY, CA
(37.891296, -122.280682)",12/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000314,WALGREENS #10045/TEL,"2310 TELEGRAPH AVE
BERKELEY, CA
(37.868506, -122.259144)",04/25/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000328,SATURN CAFE,"2175 ALLSTON WY
BERKELEY, CA
(37.869613, -122.266302)",01/09/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001835,CAFE NOSDOS,"1930 M L KING JR WAY
BERKELEY, CA",08/21/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002036,MARIN PIZZA,"1313 9TH ST
BERKELEY, CA
(37.879532, -122.297941)",12/13/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001580,VICTORY POINT CAFE,"1797-A SHATTUCK AVE
BERKELEY, CA
(37.87518, -122.26868)",10/11/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000148,CVS PHARMACY #9941,"1451 SHATTUCK AVE
BERKELEY, CA
(37.881421, -122.269355)",02/11/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001757,NASH CAFE,"2047 UNIVERSITY AVE
BERKELEY, CA
(37.872035, -122.269576)",07/09/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001641,TASTY POT,"2115 KITTREDGE ST
BERKELEY, CA
(37.868591, -122.267188)",01/14/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001780,SAFEWAY COMMUNITY MARKETS #2453,"1550 SHATTUCK AVE
BERKELEY, CA
(37.878899, -122.269196)",09/28/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000926,GAUMENKITZEL,"2121 SAN PABLO AVE
BERKELEY, CA
(37.867404, -122.291513)",10/03/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001994,PALM ACAI CAFE,"2979 COLLEGE AVE
BERKELEY, CA
(37.856541, -122.253)",10/12/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000117,GUERILLA CAFE,"1620 SHATTUCK AVE
BERKELEY, CA
(37.877887, -122.269095)",06/05/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001323,SIERRA NEVADA TORPEDO ROOM,"2031 4TH ST
BERKELEY, CA
(37.866789, -122.299659)",10/31/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000581,CAFE M,"1799 FOURTH ST
BERKELEY, CA
(37.870521, -122.300822)",09/18/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
